video_name,actions
Werkraum_03403_01, 210-240 8 extending and raising both hands to the side while standing facing the camera;241-293 21 lowering extended raised hands on the side;377-405 1 turning around 135 degrees; 403-437 0 [3 3] [5 0] walking towards the chair at the table on the right;438-524 3 [3 1] sitting on the chair at the table on the right with hands placed on the table;520-547 4 [5 1] reaching with the right hand towards table to pick up a pen;556-580 10 [5 1] placing pen down on the table;610-648 6 [3 2] standing up from sitting position in the right chair at the table; 650-712 0 [3 5] walking away from the chair with face facing forward;733-860 0 [5 5] walking along the table from right to left and turning a corner; 860-942 3 [3 1] [5 0] sitting down at the left chair at the table with hands placed on the table;980-1012 6 [3 2] [5 0] standing up from sitting position in the left chair at the table;1013-1100 0 [5 5] walking away from the chair on the left with face facing forwards towards the camera
Werkraum_03516_02, 243-264 21 lowering extended half-raised hands to the sides; 250-287 1 turning head 90 degrees around;  288-354 0 turning around around table corner while walking;288-377 0 [5 0] [3 3] walking along table towards black chair at the table on the left; 378-444 3 [3 1] [5 0] sitting down in a chair at the table on the left;446-465 7 [5 1] extending both hands to the front near the the laptop placed on the table; 544-645 6 [3 2] standing up from sitting position in a chair at the table on the left;645-740 0 [5 0] walking along the table and around the corner;735-811 14 raising the left hand towards the head to scratch it; 812-834 24 lowering hand that was raised to the head back to the side; 821-849 2 turning head to the right 90 degrees;850-879 2 turning head back so it is aligned with the rest of the body; 880-959 1 turning around 180 degrees away from the camera;960-984 26 [5 6] bending slightly over the table with face facing backward to lean on table;985-1008 19 straightening up from slightly bending position;1041-1095 0 [5 0] walking along the table and turning corner on the right side towards the black chair;1095-1166 3 [3 1] sitting down in the black chair at the table on the right side;1177-1220 4 [5 1] reaching with the left hand towards a mug placed on the table; 1221-1275 34 bring the mug to the mouth and drinking; 1276-1328 10 [5 1] placing the mug back on the table;1460-1453 6 [3 2] standing up from sitting position in the black chair at the table on the right;1547-1568 0 [5 5] walking away from the table towards the camera;1550-1607 14 raising the left hand while facing forward to the camera and waving it left and right in front; 1608-1631 33 lowering the left hand back to the side and walking; 1660-1700 0 walking in a diagonal line towards the camera 
N0SittingBooth_00169_01, 26-67 1 turning around 90 degrees; 68-116 0 [34 3] walking to the right towards the four seater on the right; 117-168 3 [34 1] sitting down in the four seater on the right with hands placed on the table; 169-200 1 turning around while sitting in the four seater; 201-250 11 [2 1] lying down on the four seater with legs placed on the floor; 273-332 11 [34 2] [2 1]getting from lying position while legs are placed on the floor; 334-371 6 [34 2] getting up from sitting position on the four seater;372-462 0 [34 0] walking near the four seater towards the fourseater on the left; 463-521 3 [34 1] sitting down in the four seater; 556-604 1 [2 1] turning around in the fourseater so legs are placed outside the fourseater; 605-636 12 crossing legs while sitting and legs are outside the four seater;641-671 28 uncrossing crossed legs;672-707 6 [34 2] standing up from sitting position; 710-783 0 [34 3] walking along the fourseaters; 912-955 0 [34 0] walking along the fourseaters and towards the camera in a circle; 953-1000 36 kneeling down; 1001-1055 19 straightening up from kneeling position
N3OpenArea_00157_01, 56-116 1 turning around; 123-206 3 [3 1] sitting down at small oneseater sofa chair nearer to the camera; 227-286 6 [3 2] standing up from sitting position on the oneseater sofa;287-338 0 [3 3] walking towards the backless seater;339-409 3 [3 1] sitting down on the backless seater chair;403-426 14 raising both hands perpendicularly at the head level; 680-707 24 lowering hands that were raised perpendicularly; 840-889 6 [3 2] standing up from sitting position in the oneseater chair facing the camera;903-948 0 walking towards the camera
N3Library_03375_02, 42-69 1 turning around; 70-130 0 [5 0] walking around the table and turning corner towards the side; 123-144 26 [5 6] bending down over table to grab papers;145-169 19 [5 2] straightening up from bending position after grabbing the papers off of the table; 186-205 0 turning around while walking; 186-205 1 turning around while walking; 213-235 0 turning around while walking;213-235 1 turning around while walking;273-292 1 [5 0] turning around near the table on the left;330-350 26 [5 6] bending slightly to place papers on the table; 396-417 26 [5 6] bending down to pick a cup off of the table; 396-420 4 [5 1] reaching to pick up a cup off of the table; 421-464 34 bring cup to mouth to drink
N0SittingBooth_03403_01, 19-47 1 [34 0] turning around in front of the right fourseater; 48-124 0 [34 0] walking along the fourseaters towards the fourseater on the left; 125-191 3 [34 1] sitting down in the fourseater on the left;189-224 4 [5 1] reaching to pick up the bottle milk off of the table;  225-275 pouring milk into the cup while sitting; 280-310 10 [5 1] placing the bottle milk back on the table while sitting;340-375 pouring milk from one cup to another placed on the table; 415-470 6 [34 2] getting up from sitting position in the four seater on the left; 473-508 0 [34 5] walking to the opposite side of the fourseater; 508-583 3 [34 1] sitting down in the fourseater;592-626 25 [5 1] [34 1] drumming hands on the table while sitting in the fourseater;636-703 6 [34 2] standing up from sitting position in the four seater; 703-781 0 [34 5] walking from the fourseater in the middle to the fourseter on the right; 782-860 3 [34 1] sitting down in the fourseater on the right; 860-891 4 [5 1] reaching for phone on the table and picking it up; 892-948 23 using mobile phone; 949-1038 29 speaking on the mobile phone; 1039-1073 10 [5 1] putting the mobile phone back on the table after finishing speaking;1073-1091 4 [5 2] reaching for and grabbing the pen on the table; 1095-1133 5 pretending to write in the notebook on the table; 1134-1154 10 [5 1] placing pen back on the table;1174-1254 6 [34 2]standing up from the fourseater on the right
N3Office_03301_01,33-64 1 turning 90 degrees left towards the desk;  62-82 0 [5 3] walking towards the desk; 83-142 3 [3 3] [5 0] sitting down in chair at the desk; 143-150 7 [5 1] extending hand towards a computer keyboard on the desk; 143-150 4 [5 1] extending hand towards a computer keyboard on the desk; 151-290 35 typing on the desktop keyboard; 292-328 lifting the left hand towards chin and resting face on the hand; 337-392 35 typing on desktop keyboard; 401-430 4 [5 1] reaching for the headphones on the desk; 453-510 37 wearing headphones;511-521 4 [5 1] extending hands towards computer keyboard on the desk;522-571 35 typing on the desktop keyboard; 580-625 removing headphones; 613-640 10 [5 1] placing headphones back on the desk; 650-685 4 [5 1] reaching for a water glass on the desk; 695-779 34 bring glass to mouth and drinking; 779-830 10 [5 1] placing glass back on the desk; 848-899 6 [3 2] standing up from chair at the desk; 899-1002 0 walking away from the camera with head facing backward to the back of the room;1045-1106 4 [31 1] reaching for something on a high table in front without bending down;  1173-1206 10 [31 1] placing things back on the high table;1348-1384 1 [5 3] turning around towards the standup desktop desk; 1385-1432 0 [5 3] walking towards the standup desktop desk;1419-1442 7 [5 1] extending hand towards desktop keyboard on the standup desk while standing; 1443-1558 35 typing on the desktop keyboard while standing;1897-1927 1 [5 5] turning around to face away from the standup desktop desk;1928-2008 0 [5 5] walking away from the standup desktop desk facing forward towards the camera
N3Office_00153_01, 104-178 38 [35 1] explaining something on board; 251-369 39 [35 1] pretending to erase board; 370-354 38 [35 1] explaining something on board; 493-738 39 [35 1] erasing board; 839-1133 40 [35 1] drawing on the board; 1156-1413 38 [35 1] explaining something on board; 1482-1514 1 [35 5] turning around away from the board; 1515-1550 0 [35 5] walking away from the board towards the deskk; 1551-1609 3 [3 1] sitting in the chair at the desktop desk; 1658-1697 7 [5 1] extending hands towards desktop keyboard while sitting at the desktop desk;1698-2013 35 [5 1] pretending type on the desktop keyboard;1800-1820 2 turning head around 90 degrees while sitting;1850-1868 2 turning head back so it is aligned with the body;2031-2080 6 [3 2] standing up from sitting position in the desk chair;2091-2109 1 turning around facing backward from the camera; 2110-2220 0 [5 5] walking away from the desk away from the camera with head facing backward towards the standup desktop desk;2201-2266 3 [3 1] sitting in the chair placed in front of the standup desk;2287-2321 7 [5 1] extending hand towards the standup desktop desk while sitting to grab a cup; 2342-2378 7 [5 1] extending hand towards the standup desktop desk while sitting to reach the desktop mouse; 2437-2474 6 [3 2] standing up from sitting position in the chair at the back of the scene; 2512-2556 1 [9 0] turning around near the window to face the camera;2608-2743 0 [9 5] walking away from the window while passing between the standup desktop desk and the chair towards the high table on the opposite side;2743-2831 18 [31 1] leaning against the high table while standing and nearly without bending down;2905-3060 0 [31 5] walking away from the high table towards the camera with face facing forward while avoiding the desk and the chair
Werkraum_03301_01, 166-189 1 turning around 90 degrees away from the camera; 173-259 0 [5 0] walking along the table and turning corner away from the camera; 260-328 3 [3 1] sitting down in chair at the table on the right side; 349-398 6 [3 2] standing up from sitting position in a chair at the table on the right; 400-424 7 [5 1] extending the right hand while standing at the table forwards table lamp in front; 425-443 33 lowering right hand that was extended to the front;460-482 1 turning around 90 degrees facing away from the table; 483-515 0 [31 3] walking towards the shelving standing on the side wall; 496-537 7 [31 1] extending the left hand in front towards the shelving; 538-558 33 [31 5] lowering the left hand that extended towards the shelving; 556-654 0 [31 5] walking away from the shelving along the table and turning corner towards the black chair on the left side; 641-673 1 turning around to face the camera nearly 180 degrees; 674-695 1 turning around 90 degrees sideways; 709-767 0 [3 0] [3 0] walking between the black chair and white chair; 768-847 3 [3 1] sitting down in the black chair chair placed at the table on the left side; 892-922 6 [3 2] [5 0] standing up from sitting position in the black chair at the table on the left side; 922-1040 0 [5 0] walking and turning corner around the table 
N3Office_00034_01,50-70 1 turning head 90 degrees facing away from the camera;76-261 38 [35 1] explaining on the board; 262-390 40 [35 1] drawing on the board; 470-562 38 [35 1] explaining something on the board;570-615 1 turning around and away from the board towards the desktop desk on the left opposite;616-649 0 [35 5] [5 3] walking from the board towards the desktop desk on the left opposite;650-712 3 [3 1] sitting down in chair at the desktop desk;716-738 8 raising and extending both hands to the sides while sitting; 739-756 21 lowering both hands back to the side; 812-838 7 [5 1] extending both hands forwards towards the desktop keybord;839-888 35 pretending to type on the desktop keyboard;891-950 7 [5 3] extending the right hand forwards the desktop monitor; 970-987 33 [5 1] lowering the right hand that was extended forwards towards the monitor; 990-1059 6 [3 2] standing up from sitting position in the black chair at the desktop desk;1060-1166 17 [5 6] reading notebook placed on the desktop desk while standing; 1172-1212 1 turning around facing away from the camera; 1213-1343 0 [31 0] walking away from the camera to the back of the scene near the high table on the left side;1363-1407 4 [31 1] reaching to touch something on the high table;1410-1433 1 turning around away from the high table to walk towards the standup desktop desk opposite;1434-1480 0 [31 5] walking from the high table towards the standup desktop desk; 1503-1583 3 [3 2] sitting down in the chair facing the standup desktop desk; 1622-1643 7 [5 1] raising the left hand towards the standup desktop desk; 1727-1775 26 [3 9] bending down towards a small table under the standup desktop desk while in sitting position; 1776-1800 19 straightening up while sitting down from bending down position; 1810-1852 6 [3 2]standing up from sitting position at chair opposite the standup desktop desk;2004-2068 0 [5 5] [35 3] walking away from the standup desktop desk towards the board; 2054-2088 7 [35 3] raising and extending the left hand forwards towards the board; 2089-2130 33 [35 3] lowering hand that was extended forward towards the board while walking away from the board; 2100-2152 0 [35 5] walking away from the board towards the camera
N3Office_00150_01, 190-291 17 [5 6] reading notebook placed on the desktop desk;290-317 1 [5 5] turning around away from the desktop desk; 318-362 0 [5 5] [35 3] walking away from the desktop desk towards the board;462-815 40 [35 1] drawing on board;980-1070 0 [35 5] walking away from the board towards the standup desktop desk;1074-1115 4 [5 1] reaching with left hand to grab something on the standup desktop desk;1361-1390 grabbing a ruler off the standup desktop desk;1477-1538 10 [5 1] placing the ruler back on the standup desktop desk;1543-1573 1 [5 5] turning around away from the standup desktop desk;1763-1624 0 [5 5] [31 3] walking away from the standup desktop desk towards the high table opposite;1717-1857 0 [31 5] walking away from high table towards the desktop desk facing forward at the front of the scene; 1858-1929 3 [3 2] [5 0] sitting down in chair at the desktop desk;1928-2003 folding hands while being seated in the black chair at the desktop desk;2088-2171 6 [3 2] [5 0] standing up from sitting position in chair at desktop desk; 2172-2328 0 [5 5] [5 3] walking around chair to avoid collision towards the chair opposite the standup desktop desk at the back of the scene; 2327-2404 3 [3 1] sitting down in chair opposite the standup desktop desk; 2375-2419 12 crossing legs while sitting down at the chair opposite the standup desktop desk; 2494-2514 28 uncrossing legs and preparing to stand up;2515-2545 6 [3 2] standing up from sitting position in black chair at the standup desktop desk;2545-2599 0 [5 5] walking away from the standup desktop desk with face facing forward towards the camera 
N3Library_03403_02,332-403 0 [28 5] [10 3] walking away from the floor lamp towards to the sofa at the back of the scene on the right along to the table passing between the chair and the table; 404-457 0 [10 1] sitting down on the arm of the sofa at the back of the scene;458-490 12 crossing legs directly after sitting down on the arm of the sofa at the back of the scene; 458-624 0 [5 0] [10 0] walking along the table between the table side and sofa;514-579 6 [10 2] getting up from sitting position on the arm of the sofa at the back of the scene;791-852 15 climbing the wood seater at the back of the scene in the middle;848-897 20 climbing down off the wood seater at the back of the scene;898-980 0 walking towards the camera from the back of the scene to the front
Werkraum_03516_01,231-260 21 lowering hands that were extended to both sides on the left and right;255-296 1 turning around;297-338 3 [5 1] sitting down directly on the table with legs on the floor;330-433 pedaling legs forward and backward while sitting on the table; 434-465 6 [5 2] standing up from sitting on the table top; 460-493 1 turning around away from the camera;509-592 3 [3 2]sitting down in the black chair at the table on the right; 614-661 8 raising and extending both hands to the left and right while in a seated position; 662-681 14 lifting hands vertically above the head;712-753 12 crossing legs while being seated in a black chair at the table on the right;755-805 28 uncrossing legs while in a seated position; 806-885 6 [3 2] getting up from sitting position in a black chair at the table on the right; 900-970 26 [5 9] bending down at the corner of the table and looking under the table;989-1046 19 straightening up from bending down position;1092-1124 1 [5 0] turning around in front of the table at the front of the scene;1175-1244 36 kneeling down on the floor to tie shoelaces; 1257-1305 19 standing up from kneeling position on the floor;1425-1496 26 bending down to the side in a stretching position; 1497-1554 19 straightening up from bending down position;1577-1638 0 [5 0] walking along the table and turning the left corner of the table; 1682-1769 3 [3 2] [5 0] sitting down in black chair at the table on the left side; 1804-1824 7 raising hands to the front; 1824-1914 41 rubbing hands together;1976-2088 6 [3 2] [5 0] standing up from sitting position in black chair at the table on the left side; 2089-2150 0 [5 5] walking away from the table towards the camera 
N3Library_00157_01, 92-375 9 sort of dancing; 412-440 1 turning around facing away from the camera; 454-474 0 walking with head facing backward toward the back of the scene;486-598 25 [5 1] drumming hands on the table while walking along the table and bending slightly over the table;738-774 3 [5 1] sitting down directly on the table with legs on the floor; 777-814 32 [5 1] folding legs while sitting on the table; 910-955 6 [5 2] standing up from sitting position on the table
N3OpenArea_00158_01, 44-75 1 turning around facing away from the camera;75-105 0 [10 0] walking along the sofa away from the camera;106-160 3 [10 1] sitting down on the two seater orange sofa on the far end;248-303 6 [10 2] standing up from sitting position on the two seater orange sofa; 304-460 0 [10 0] walking along the sofa with face facing forwards towards the camera and turning towards the board on the left; 460-1167 38 [35 1] explaining on the board; 837-1072 40 z[35 1] writing on the board
N3Library_03375_01, 62-62 1 turning around 180 degrees away from the camera; 61-132 0 [9 3] walking away from the camera with head facing backward toward the the window at the back of the scene; 151-223 30 [9 3] opening window; 190-223 31 [9 3] closing window;  260-320 0 [9 5] walking away from the window towards the table at the front face facing forward;329-390 26 [5 6] bending down over the table to write on the paper on the table; 352-574 5 [5 1] writing on the paper placed on the table at the corner near the laptop in standing position; 603-693 35 [5 1] typing on laptop keyboard at the table while in standing position and bending over the table; 694-714 19 [5 2] straightening up from bending position over table;743-789 0 [28 3] walking away from the camera face facing backward towards the floor lamp;786-811 1 [28 0] turning around near the floor lamp; 819-837 7 [28 3] raising right hand towards the floor lamp;935-958 26 [5 6] bending down over towards the tv sideboard on the left;956-980 19 [5 2] straightening up from bending position over the tv side board on the left;989-1011 0 [5 5] walking away from the tv sideboard towards the table; 1008-1031 4 [5 1] reaching for a cup on the table at the corner and grabbing it while walking;1031-1047 19 straightening up from bending position while walking;1048-1080 34 bring cup to mouth and drinking while walking;1048-1080 0 [5 0] walking in front of the table while drinking     
MPH112_00169_01, 36-72 1 turning around;73-140 0 [11 1] walking along the bed towards the bed head;141-180 3 [11 2] sitting down on the bed;234-294 11 [11 1] going from sitting position to lying down on the bed;525-685 lifting legs in the air while lying down on the bed;935-990 13 [11 2] getting up from lying position on the bed;991-1021 6 [11 2] standing up from sitting position on the bed;1022-1044 1 turning around;1040-1060 0 [11 0] walking along bed towards the nightstand;1060-1163 1 turning around 360 degrees sevreal times;1064-1211 0 [11 0] walking along bed to the left; 1211-1280 26 bending down forward while walking towards table in front of the bed while handling a pillow;1281-1298 19 straghtening up from bending position;1309-1340 0 [11 0] walkig along the bed to the right; 1354-1398 3 [11 1] sitting down on the bed;1398-1460 11 [11 1] lying down in the middle of the bed with legs placed on the floor;1461-1501 13 [11 2] getting up from lying position in which legs were placed on the floor
N0Sofa_00034_02,126-198 0 [10 0] walking around the sofa towards the camera; 199-242 3 [10 1] sitting down on the one seater orange sofa facing the camera;270-319 12 [10 1] crossing legs while sitting in the one seater orange sofa facing the camera;320-345 28 uncrossing legs while in seated position in the red one seater sofa;346-379 6 [10 2] standing up from sitting position; 379-484 0 [10 5] [10 3] walking around the orange sofas towards the black sofa; 485-515 3 [10 1] sitting down on the black sofa on the left side facing left;510-570 11 [10 1] [2 1] lying back down on the black sofa with legs placed on the floor;602-640 13 [2 1] sitting up from lying position with legs on the floor; 640-679 6 [10 2] standing up from sitting position on the sofa;700-753 3 [10 1] sitting down on the sofa facing towards the camera;737-799 4 [5 1] reaching for a mug on the coffee table in front and grabbing it while being seated in the sofa; 800-865 34 drinking from the mug;866-898 10 [5 1] placing the mug back on the table; 963-1009 26 [10 6] [8 8] bending down over the sofa and arranging the pillow;1042-1085 3 [10 1] sitting down on the sofa near the corner;1054-1102 4 [5 1] [10 1] reaching for the mug on the coffee table in front while sitting down on the black sofa;1216-1254 2 turning head around so it is not aligned with the body while in seated position;1270-1295 2 turning head back so it is aligned with the body while being seated in the black sofa;1277-1308 4 [5 1] reaching for the mug on the table and touching it without picking it up; 1349-1390 6 [10 2] standing up from sitting position at the sofa 
N3Office_00159_01, 156-200 3 [3 1] sitting down in chair at the desktop desk;201-244 4 [5 1] reaching for the headphones on the desk and grabbing them;245-312 37 placing headphones on head; 340-355 7 extending hands forward toward the desktop keyboard;356-379 35 pretending to type on desktop keyboard;494-560 taking off headphones;610-654 6 [3 2] standing up from sitting position in the black chair at the desktop desk; 655-682 1 turning around facing away from the camera;694-725 0 [5 5] [35 3] walking away from the desktop desk towards the board; 776-840 40 [35 1] drawing on the board; 928-1020 0 [5 5] walking away from the camera towards the standup desktop desk at the back of the scene;1061-1089 4 [5 1] reaching for something on the standup desktop desk while standing;1131-1162 2 turning head towards the camera 90 degrees so it is misaligned with the body; 1175-1193 2 turning head back to the left so it is again misaligned with the body;1236-1258 1 turning around; 1655-1910 39 [35 1] erasing the board   
N3Library_00157_02, 61-93 3 [5 1] sitting down on the table with legs on the floor;94-168 32 [5 1] folding legs while sitting on the table;201-233 6 [5 2] standing up from sitting position on the table;234-264 1 turning around facing away from the camera;264-340 0 [5 0] walking away from the camera face facing backward and turning a corner at the table at the back of the scene;341-435 3 [3 1] sitting in black chair facing camera at the back of the scene at the table;460-504 6 [3 2] standing up from sitting position in the chair at the back of the table;505-560 0 walking and turning corner and then facing forward toward the camera;561-768 9 dancing sort of
N3OpenArea_00157_02,40-107 1 turning around facing away from the camera; 107-214 0 [10 0] walking away from the camera along the sofas and towards the corner of the room at the back on the right;239-259 1 turning around while standing at the corner in the room;283-472 0 [10 0] walking in the scene between the sofas and coffee table in zigzag;603-633 1 turning around 90 degree away from the camera;630-684 0 walking 0 [3 5] facing away from the camera towards the grey small one seater sofa at the back;694-771 3 [3 1] sitting in the grey small one seater sofa at the back of the scene;1006-1048 6 [3 2] standing up from sitting position at the small grey one seater sofa at the back;1148-1318 0 [10 0] walking in the scene between the sofas and coffee table in zigzag towards the front of the scene and then around the scene towards the back
N0Sofa_00141_01,0-200 9 dancing;235-290 0 walking vigorously and turning sofa corner;259-290 1 turning sofa corner;319-482 9 dancing;510-532 0 walking;532-536 3 [10 1] sitting down vigorously on sofa;570-673 11 [10 1] lying down on sofa;800-831 13 getting up from sofa;835-895 0 walking;886-904 1 turning partially around;1168-1258 26 bending down from standing and squatting;1259-1276 19 straightening up from squatting;1277-1298 27 jumping [2 1];1300-1335 1 turning around;1336-1405 8 streteching hands from behind the back;1390-1418 26 bending down only the back;1419-1437 46 19 straightening up following bending down;1437-1489 26 bending back down;1629-1675 9 dancing with hands stretched behind back;1672-1688 19 straightening up following bending down;1730-1753 1 turning around to sit down on sofa;1764-1810 3 [10 1] sitting down on sofa;1820-1857 4 [5 1] reaching for cup on table;1887-1940 42 stirring spoon inside a cup;1941-1969 10 [5 1] putting something back on table;2026-2045 6 [10 2] standing up from sofa;2210-2266 0 [10 0] walking
N0Sofa_00034_01,101-137 0 walking,138-190 3 [10 1] turning around and then sitting down on sofa;235-353 12 crossing legs and starting to uncross;369-400 6 [10 2] standing up;401-420 1 turning around;412-442 1 turning around to sit down on a sofa;446-477 3 [10 1] sitting down;490-560 11 lying down in sofa;561-596 13 getting up from lying position;597-630 6 getting up form sitting position;631-726 0 walking;649-726 1 turing around while walking turning a corner;726-748 1 turning around to sit down;751-850 11 lying down on sofa;850-904 13 getting up from lying position;992-1025 4 [5 1] reaching for something on small table from sofa;1045-1131 34 bring cup to mouth to drinking;1140-1185 10 [5 1] putting something back on table while on sofa;1205-1240 6 [10 2] getting up from sofa;1290-1323 6 [10 1] sitting down on sofa while reaching for something on table simultaneously;1305-1332 4 [5 1] reaching for something on table while sitting on sofa;1324-1465 6 holding paper in hand and reading papers;1466-1485 10 [5 1] putting something back on table;1493-1513 10 reaching for something on table while on sofa;1500-1575 17 holding and looking or using phone;1585-1642 29 speaking on phone;1665-1800 29 speaking on phone;1811-1838 10 [5 1] putting phone back on table while on sofa;1831-1860 4 [5 1] reaching for a cup on table while on sofa;1878-1897 4 [5 1] reaching for a cup on table while on sofa;1936-1968 6 [10 2] getting up from sofa;1989-2015 26 bending down to lean on small table in front of sofa;2023-2053 6 [10 1] sitting down on sofa from bending pose;2083-2118 6 [10 2] getting up from sofa;2129-2280 0 [10 0] walking;2170-2224 1 circling turning corner;2579-2613 0 walking while looking at phone and using phone;2579-2741 23 walking while looking at phone and using phone;2665-2741 taking photo on mobile;2754-2784  looking at phone possibly taking selfie
BasementSittingBooth_03452_01,39-95 0 walking;95-160 3 going from standing to sitting;132-219 4 reaching for something on table;219-272 4 reaching for something on table;272-404 holding pen;272-404 holding paper;404-672 5 writing on paper;672-694 10 putting something on table;694-738 4 reaching for something on table;738-950 5 writing on paper;950-971 10 [5 1] putting something down on table;971-1890 3 [10 1] sitting on sofa;1890-1137 11 going from sitting to lying down;1137-1287 11 lying down on sofa;1287-1340 13 going 13 from lying down to sitting;1443-1650 changing positions in sofa;1650-1716 6 going from sitting to standing;1716-2372 tidying table;2321-2331 4 [5 1] reaching for something on table;2331-2358 10 [5 1] putting something on table;1880-1905 4 [5 1] reaching for something on table;2227-2260 4 [5 1] reaching for something on table;2090-2118 arranging papers
MPH1Library_00145_01,60-173 0 walking;173-266 3 going from standing to sitting;358-443 4 [5 1] reaching for something on table;467-524 6 going from sitting to standing;524-601 0 walking;604-716 3 going from standing to sitting;733-760 4 reaching for something on table;894-956 17 reading book;990-1032 17 reading book;1032-1062 closing book;1070-1185 6 going from sitting to standing;1250-1290 0 walking;1334-1412 3 going from standing to sitting;1903-1970 3 going from sitting to standing;2017-2156 0 walking;2172-2282 18 [5 1] leaning on table;2296-2422 4  [5 1] reaching for something on table;2360-2421 18 [5 1] leaning on table;2546-2608 3 going from standing to sitting;2618-2711 folding hands;2730-2774 6 going from sitting to standing;2886-2960 3 going from standing to sitting;3023-3064 6 going from sitting to standing;3070-3100 1 turning around;3156-3356 15 [3 1] standing up on chair;3378-3483 20 climbing down or getting off of chair
MPH1Library_03301_01,30-82 0 walking;82-138 3 going from standing to sitting;140-158 4 reaching for something on table;163-305 17 reading book;305-330 closing book;328-340 10 [5 1] putting something on table;505-556 3 going from standing to sitting;578-609 1 turning around;610-649 0 walking;649-730 1 turning around;730-774 3 going from standing to sitting;909-954 25 drumming hands on table;954-990 6 going from sitting to standing;1014-1130 0 walking;1130-1202 3 going from standing to sitting;1345-1410 6 going from sitting to standing;1410-1509 standing
MPH8_03301_01,13-50 1 turning around;50-76 0 walking;76-162 3 going from standing to sitting;162-400 sitting;400-474 6 going from sitting to standing;474-576 0 walking,577-658 3 going from standing to sitting;658-933 sitting ;781-820 25 [5 1] drumming on table;869-895 25 [5 1] drumming on table;933-985 6 going from sitting to standing;982-1010 1 turning around;1010-1056 0 walking;1057-1094 reaching for something;1094-1180 7 using remote control;1113-1167 pressing button;1180-1234 10 [5 1] putting something down on table;1246-1284 reaching for something;1284-1323 7 using remote;1284-1315 pressing button;1315-1373 10 [5 1] putting something on table;1407-1445 0 walking,1446-1500 3 going from standing to sitting;1500-1546 4 reaching for something on table;1535-1627 17 reading book;1628-1652 closing book;1652-1682 10 putting something on table;1682-1716 4 [5 1] reaching for something on table;1716-1819 holding phone;1738-1757 4 [5 1] reaching for something on table;1757-1794 17 reading book;1795-1813 closing book;1817-1887 10 [5 1] putting something down on table;1887-1927 6 going from sitting to standing up;1906-1948 1 turning around;1950-2115 0 walking
N0SittingBooth_00162_01,27-74 1 turning around;74-106 0 walking;132-170 3 sitting down;166-200 4 [5 1] reaching for something on table;200-243 17 looking and reading notebook;243-305 5 holding pen and writing on notebook;361-468 5 holding pen and writing on notebook;497-553 5 getting up from sitting booth;593-680 14 [28 3] raising hand to reach for a hanging lamp;760-805 0 walking;805-830 1 turning head around;683-905 3 sitting down in sitting booth;933-964 4 [5 1] reaching for something on sitting booth;952-1015 holding something in hand;1045-1078 4 [5 1] reaching for something in front of sitting booth;1078-1214 holding small cup in hand;1118-1165 34 drinking from a cup;1201-1241 10 [5 1] putting something down on table in front of sitting booth;1260-1295 6 standing up from sitting booth;1345-1396 1 turning around
N3OpenArea_00158_02,175-238 3 sitting down;241-252 extending hands on a table;253-430 35 working and typing on laptop;1177-1210 7 [35 3] extending hand to pick up marker from board;1410-1428 7 [35 3] extending hand to pick up eraser;1485-1665 39 erasing board;1760-1800 7 [35 3] extending hand to return eraser on board;1879-1905 7 [35 3] returning marker on board
BasementSittingBooth_03403_01,22-100 0 walking;100-176 3 going from standing to sitting;176-250 4 [5 1] reaching for something on table;250-492 5 writing on paper;492-560 10 [5 1] putting something down on table;560-615 4 [5 1] reaching for something on table;615-667 punching hole in paper;667-700 10 [5 1] putting something down on table;700-742 4 [5 1] reaching for something on table;742-768 stapling papers;850-1043 punching hole in papers;1043-1069 10 [5 1] putting something down on table;1207-1290 11 going from sitting to lying down;1320-1400 13 going from lying down to sitting;1363-1381 4 [5 1] reaching for something on table;1400-1452 4 writing on paper;1452-1512 5 going from sitting to standing;1512-1601 0 walking;1601-1698 2 going from standing to sitting;1698-1724 10 reaching for something on table;1724-2140 4 writing on paper;2140-2181 5 going from sitting to standing;2181-2188 11 putting something down on table;2188-2196 10 reaching for something on table;2280-2324 11 putting something down on table;2324-2399 0 walking

